technology,title,location,type,experience,english,datetime,views,applicants
docker,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2024-01-08,83,22
FastAPI,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2024-01-08,83,22
API,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2024-01-08,83,22
AWS,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2024-01-08,83,22
AI,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2024-01-08,83,22
ML,Python Developer,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2024-01-08,83,22
Microservice,Python Developer (Junior),Україна,Тільки віддалено,Без досвіду,Upper-Intermediate,2024-01-08,645,240
Data Base,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
SQL,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
ReactJS,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
Angular,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
GIT,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
GitHub,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
docker,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
REST,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
NoSQL,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
API,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
AWS,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
AI,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
ML,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
OOP,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
Algorithms,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
NumPy,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
Pandas,Data and Machine Learning Engineer (Python),Україна,Тільки віддалено,5 років досвіду,Intermediate,2024-01-08,34,7
Linux,Python Developer,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-07,61,3
AI,Python Developer,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-07,61,3
JS,AI Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2024-01-08,44,5
AI,AI Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2024-01-08,44,5
ML,AI Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2024-01-08,44,5
Algorithms,AI Developer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2024-01-08,44,5
JS,Python Engineer,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-05,112,30
GIT,Python Engineer,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-05,112,30
REST,Python Engineer,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-05,112,30
FastAPI,Python Engineer,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-05,112,30
Celery,Python Engineer,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-05,112,30
API,Python Engineer,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-05,112,30
AWS,Python Engineer,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-05,112,30
AI,Python Engineer,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-05,112,30
OOP,Python Engineer,Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2024-01-05,112,30
JS,Back-End Engineer (Python),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,96,4
Data Base,Back-End Engineer (Python),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,96,4
Django,Back-End Engineer (Python),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,96,4
REST,Back-End Engineer (Python),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,96,4
API,Back-End Engineer (Python),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,96,4
AI,Back-End Engineer (Python),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,96,4
Algorithms,Back-End Engineer (Python),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,96,4
AWS,Senior MLOps Engineer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2024-01-04,41,2
Data Base,Senior Back-End Engineer (Experimentation),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,43,3
JS,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
Data Base,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
AI,Senior MLOps Engineer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2024-01-04,41,2
ML,Senior MLOps Engineer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2024-01-04,41,2
Algorithms,Senior MLOps Engineer,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2024-01-04,41,2
SQL,Senior Back-End Engineer (Experimentation),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,43,3
Django,Senior Back-End Engineer (Experimentation),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,43,3
Flask,Senior Back-End Engineer (Experimentation),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,43,3
REST,Senior Back-End Engineer (Experimentation),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,43,3
AI,Senior Back-End Engineer (Experimentation),"Релокейт, Іспанія, Україна",Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,43,3
SQL,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
GIT,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
MongoDB,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
NodeJS,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
docker,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
REST,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
NoSQL,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
API,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
AWS,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
AI,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
ML,Integration Developer  (Poland),Польща,Гібридна робота,5 років досвіду,Upper-Intermediate,2024-01-04,44,3
